tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
9606	Homo sapiens	2268	0	live	FGR	SRC2, c-fgr, c-src2, p55-Fgr, p55c-fgr, p58-Fgr, p58c-fgr	FGR proto-oncogene, Src family tyrosine kinase	tyrosine-protein kinase Fgr|Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog|c-fgr protooncogene|c-src-2 proto-oncogene|feline Gardner-Rasheed sarcoma viral oncogene homolog|p55-c-fgr protein|proto-oncogene c-Fgr|proto-oncogene tyrosine-protein kinase FGR|v-fgr feline Gardner-Rasheed sarcoma viral oncogene homolog	1p35.3	1	NC_000001.11	27612064	27635185	minus	15	164940
9606	Homo sapiens	2280	0	live	FKBP1A	FKBP-12, FKBP-1A, FKBP1, FKBP12, PKC12, PKCI2, PPIASE	FKBP prolyl isomerase 1A	peptidyl-prolyl cis-trans isomerase FKBP1A|12 kDa FK506-binding protein|12 kDa FKBP|FK506 binding protein 1A, 12kDa|FK506 binding protein12|FK506-binding protein 1|FK506-binding protein 12|FK506-binding protein 1A|FK506-binding protein, T-cell, 12-kD|FKBP12-Exip3|PPIase FKBP1A|calstabin-1|immunophilin FKBP12|protein kinase C inhibitor 2|rotamase	20p13	20	NC_000020.11	1368978	1393054	minus	5	186945
9606	Homo sapiens	2288	0	live	FKBP4	FKBP51, FKBP52, FKBP59, HBI, Hsp56, PPIase, p52	FKBP prolyl isomerase 4	peptidyl-prolyl cis-trans isomerase FKBP4|FK506 binding protein 4, 59kDa|HSP binding immunophilin|T-cell FK506-binding protein, 59kD|peptidylprolyl cis-trans isomerase|rotamase	12p13.33	12	NC_000012.12	2794970	2805423	plus	11	600611
9606	Homo sapiens	2289	0	live	FKBP5	AIG61, FKBP54, P54, PPIase, Ptg-10, FKBP5	FKBP prolyl isomerase 5	peptidyl-prolyl cis-trans isomerase FKBP5|51 kDa FK506-binding protein|51 kDa FKBP|54 kDa progesterone receptor-associated immunophilin|FF1 antigen|FK506 binding protein 5|FKBP-51|HSP90-binding immunophilin|PPIase FKBP5|T-cell FK506-binding protein|androgen-regulated protein 6|peptidylprolyl cis-trans isomerase|rotamase	6p21.31	6	NC_000006.12	35573590	35728583	minus	13	602623
9606	Homo sapiens	2332	0	live	FMR1	FMRP, FRAXA, POF, POF1	fragile X messenger ribonucleoprotein 1	fragile X messenger ribonucleoprotein 1|FMRP translational regulator 1|synaptic functional regulator FMR1	Xq27.3	X	NC_000023.11	147911919	147951125	plus	17	309550
9606	Homo sapiens	252995	0	live	FNDC5	FRCP2, irisin	fibronectin type III domain containing 5	fibronectin type III domain-containing protein 5|fibronectin type III repeat-containing protein 2	1p35.1	1	NC_000001.11	32862268	32872484	minus	6	611906
9606	Homo sapiens	2354	0	live	FOSB	AP-1, G0S3, GOS3, GOSB	FosB proto-oncogene, AP-1 transcription factor subunit	protein FosB|FBJ murine osteosarcoma viral oncogene homolog B|FosB proto-oncogene, AP-1 trancription factor subunit|G0/G1 switch regulatory protein 3|activator protein 1|transcription factor AP-1 subunit FosB	19q13.32	19	NC_000019.10	45467996	45475179	plus	4	164772
9606	Homo sapiens	3169	0	live	FOXA1	HNF3A, TCF3A	forkhead box A1	hepatocyte nuclear factor 3-alpha|HNF-3-alpha|HNF-3A|TCF-3A|forkhead box protein A1|transcription factor 3A	14q21.1	14	NC_000014.9	37589552	37595249	minus	2	602294
9606	Homo sapiens	2308	0	live	FOXO1	FKH1, FKHRA, FOXO1	forkhead box O1	forkhead box protein O1|forkhead box protein O1A|forkhead, Drosophila, homolog of, in rhabdomyosarcoma	13q14.11	13	NC_000013.11	40555667	40666641	minus	6	136533
9606	Homo sapiens	108684022	0	live	FRAXA	FMR1	fragile site, folic acid type, rare, fra(X)(q27.3) A	FMR1 repeat instability region|FRAXA repeat instability region|fragile site, folic acid type, rare, fra(X)(q27.3) A repeat instability region	Xq27.3	X	NC_000023.11	147911979	147912111	plus	0	
9606	Homo sapiens	109461475	0	live	FRAXE	FMR2	fragile site, folic acid type, rare, fra(X)(q28) E	AF4/FMR2 family member 2 repeat instability region|AFF2 repeat instability region|FMR2 repeat instability region|FRAXE repeat instability region|fragile site, folic acid type, rare, fra(X)(q28) E repeat instability region	Xq28	X	NC_000023.11	148500602	148500743	plus	0	
9606	Homo sapiens	2495	0	live	FTH1	FHC, FTH, FTHL6, HFE5, NBIA9, PIG15, PLIF	ferritin heavy chain 1	ferritin heavy chain|H-ferritin|apoferritin|cell proliferation-inducing gene 15 protein|ferritin H subunit|ferritin, heavy polypeptide 1|placenta immunoregulatory factor|proliferation-inducing protein 15	11q12.3	11	NC_000011.10	61964285	61967634	minus	4	134770
9606	Homo sapiens	2512	0	live	FTL	FTL1, LFTD, NBIA3	ferritin light chain	ferritin light chain|epididymis secretory sperm binding protein|ferritin L subunit|ferritin L-chain|ferritin light polypeptide-like 3|ferritin, light polypeptide	19q13.33	19	NC_000019.10	48965309	48966879	plus	4	134790
9606	Homo sapiens	94033	0	live	FTMT	MTF	ferritin mitochondrial	ferritin, mitochondrial|ferritin H subunit|mitochondrial ferritin	5q23.1	5	NC_000005.10	121851882	121852833	plus	1	608847
9606	Homo sapiens	8880	0	live	FUBP1	FBP, FUBP, hDH V	far upstream element binding protein 1	far upstream element-binding protein 1|DNA helicase V|FUSE binding protein 1|epididymis secretory sperm binding protein|far upstream element (FUSE) binding protein 1	1p31.1	1	NC_000001.11	77944055	77979501	minus	25	603444
9606	Homo sapiens	2521	0	live	FUS	ALS6, ETM41, HNRNPP2, POMP75, TLS, altFUS, FUS	FUS RNA binding protein	RNA-binding protein FUS|75 kDa DNA-pairing protein|fus-like protein|fused in sarcoma|fusion gene in myxoid liposarcoma|heterogeneous nuclear ribonucleoprotein P2|oncogene FUS|oncogene TLS|translocated in liposarcoma protein	16p11.2	16	NC_000016.10	31180110	31194871	plus	15	137070
9606	Homo sapiens	2534	0	live	FYN	SLK, SYN, p59-FYN	FYN proto-oncogene, Src family tyrosine kinase	tyrosine-protein kinase Fyn|FYN oncogene related to SRC, FGR, YES|OKT3-induced calcium influx regulator|c-syn protooncogene|proto-oncogene Syn|proto-oncogene c-Fyn|src-like kinase|src/yes-related novel|tyrosine kinase p59fyn(T)	6q21	6	NC_000006.12	111660332	111873452	minus	25	137025
9606	Homo sapiens	2539	0	live	G6PD	CNSHA11, G6PD	glucose-6-phosphate dehydrogenase	glucose-6-phosphate 1-dehydrogenase|epididymis secretory sperm binding protein	Xq28	X	NC_000023.11	154531390	154547569	minus	14	305900
9606	Homo sapiens	11345	0	live	GABARAPL2	ATG8, ATG8C, GATE-16, GATE16, GEF-2, GEF2	GABA type A receptor associated protein like 2	gamma-aminobutyric acid receptor-associated protein-like 2|GABA(A) receptor-associated protein-like 2|MAP1 light chain 3 related protein|ganglioside expression factor 2|general protein transport factor p16|golgi-associated ATPase enhancer of 16 kDa	16q23.1	16	NC_000016.10	75566379	75577881	plus	4	607452
9606	Homo sapiens	2571	0	live	GAD1	CPSQ1, DEE89, GAD, SCP	glutamate decarboxylase 1	glutamate decarboxylase 1|67 kDa glutamic acid decarboxylase|GAD-67|glutamate decarboxylase 1 (brain, 67kDa)	2q31.1	2	NC_000002.12	170813210	170861151	plus	21	605363
9606	Homo sapiens	2572	0	live	GAD2	GAD65	glutamate decarboxylase 2	glutamate decarboxylase 2|65 kDa glutamic acid decarboxylase|GAD-65|Glutamate decarboxylase-2 (pancreas)|glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)	10p12.1	10	NC_000010.11	26216372	26304558	plus	16	138275
9606	Homo sapiens	2580	0	live	GAK	DNAJ26, DNAJC26	cyclin G associated kinase	cyclin-G-associated kinase|auxilin-2|dnaJ homolog subfamily C member 26	4p16.3	4	NC_000004.12	849277	932316	minus	33	602052
9606	Homo sapiens	2581	0	live	GALC		galactosylceramidase	galactocerebrosidase|GALCERase|galactocerebroside beta-galactosidase|galactosylceramide beta-galactosidase|galactosylceraminidase|testis tissue sperm-binding protein Li 88E|testis tissue sperm-binding protein Li 89A	14q31.3	14	NC_000014.9	87933014	87993667	minus	21	606890
9606	Homo sapiens	64409	0	live	GALNT17	GALNACT17, GALNT16, GALNT20, GALNTL3, GalNAc-T17, GalNAc-T19, GalNAc-T5L, WBSCR17	polypeptide N-acetylgalactosaminyltransferase 17	polypeptide N-acetylgalactosaminyltransferase 17|UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like 3|UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 3|UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 16|Williams-Beuren syndrome chromosome region 17|galNAc-T-like protein 3|polypeptide GalNAc transferase 3|polypeptide GalNAc transferase-like protein 3|polypeptide N-acetylgalactosaminyltransferase WBSCR17|polypeptide N-acetylgalactosaminyltransferase-like 3|pp-GaNTase-like protein 3|pp-GalNAc-transferase 20|ppGalNAc-T17|protein-UDP acetylgalactosaminyltransferase-like protein 3|putative polypeptide N-acetylgalactosaminyltransferase-like protein 3|williams-Beuren syndrome chromosomal region 17 protein	7q11.22	7	NC_000007.14	71132144	71713599	plus	14	615137
9606	Homo sapiens	2596	0	live	GAP43	B-50, GAP-43, PP46	growth associated protein 43	neuromodulin|axonal membrane protein GAP-43|calmodulin-binding protein P-57|nerve growth-related peptide GAP43|neural phosphoprotein B-50|neuron growth-associated protein 43|protein F1	3q13.31	3	NC_000003.12	115623510	115721483	plus	4	162060
9606	Homo sapiens	2597	0	live	GAPDH	G3PD, GAPD, HEL-S-162eP	glyceraldehyde-3-phosphate dehydrogenase	glyceraldehyde-3-phosphate dehydrogenase|OCAS, p38 component|Oct1 coactivator in S phase, 38 Kd component|aging-associated gene 9 protein|epididymis secretory sperm binding protein Li 162eP|peptidyl-cysteine S-nitrosylase GAPDH	12p13.31	12	NC_000012.12	6534517	6538371	plus	10	138400
9606	Homo sapiens	2624	0	live	GATA2	DCML, IMD21, MONOMAC, NFE1B	GATA binding protein 2	endothelial transcription factor GATA-2	3q21.3	3	NC_000003.12	128479422	128493201	minus	8	137295
9606	Homo sapiens	347862	0	live	GATD1	FERRY5, Fy-5, PDDC1	glutamine amidotransferase class 1 domain containing 1	glutamine amidotransferase-like class 1 domain-containing protein 1|Parkinson disease 7 domain containing 1|ferry endosomal RAB5 effector complex subunit 5|glutamine amidotransferase like class 1 domain containing 1|parkinson disease 7 domain-containing protein 1	11p15.5	11	NC_000011.10	767222	777487	minus	8	
9606	Homo sapiens	2629	0	live	GBA1	GBA, GCB, GLUC	glucosylceramidase beta 1	lysosomal acid glucosylceramidase|D-glucosyl-N-acylsphingosine glucohydrolase|SGTase|acid beta-glucosidase|alglucerase|beta-GC|beta-glucocerebrosidase|beta-glucosylceramidase 1|cholesterol glucosyltransferase|cholesteryl-beta-glucosidase|glucocerebrosidase|glucosidase, beta, acid|glucosylceramidase-like protein|imiglucerase|lysosomal acid GCase|lysosomal cholesterol glycosyltransferase|lysosomal galactosylceramidase|lysosomal glucocerebrosidase|lysosomal glycosylceramidase	1q22	1	NC_000001.11	155234452	155244627	minus	12	606463
9606	Homo sapiens	2630	0	live	GBA1LP	Beta-GC, GBA, GBAP, GBAP1, GC, GLUC	glucosylceramidase beta 1 like, pseudogene	"Acid beta-glucosidase|Alglucerase|Beta-glucocerebrosidase|D-glucosyl-N-acylsphingosine glucohydrolase|Imiglucerase|glucosidase, beta, acid pseudogene 1|glucosidase, beta; acid, pseudogene|glucosylceramidase beta pseudogene 1|glucosylceramidase-like protein"	1q22	1	NC_000001.11	155213825	155227534	minus	13	
9606	Homo sapiens	57704	0	live	GBA2	AD035, NLGase, SPG46	glucosylceramidase beta 2	non-lysosomal glucosylceramidase|beta-glucocerebrosidase 2|bile acid beta-glucosidase GBA2|bile acid glucosyl transferase GBA2|cholesterol glucosyltransferase GBA2|cholesteryl-beta-glucosidase GBA2|glucocerebrosidase 2|glucosidase, beta (bile acid) 2|glucosylceramidase 2|non-lysosomal cholesterol glycosyltransferase|non-lysosomal galactosylceramidase|non-lysosomal glycosylceramidase	9p13.3	9	NC_000009.12	35736866	35749228	minus	18	609471
9606	Homo sapiens	8729	0	live	GBF1	ARF1GEF, CMT2GG, CMTDI2, CMTDIA	golgi brefeldin A resistant guanine nucleotide exchange factor 1	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1|BFA-resistant GEF 1	10q24.32	10	NC_000010.11	102230643	102382896	plus	43	603698
9606	Homo sapiens	2638	0	live	GC	DBP, DBP-maf, DBP/GC, GRD3, Gc-MAF, GcMAF, HEL-S-51, VDB, VDBG, VDBP	GC vitamin D binding protein	vitamin D-binding protein|epididymis secretory protein Li 51|gc protein-derived macrophage activating factor|gc-globulin|group-specific component (vitamin D binding protein)|vitamin D-binding alpha-globulin|vitamin D-binding protein-macrophage activating factor	4q13.3	4	NC_000004.12	71741693	71805520	minus	15	139200
9606	Homo sapiens	2641	0	live	GCG	GLP-1, GLP1, GLP2, GRPP	glucagon	pro-glucagon|glicentin-related polypeptide|glucagon-like peptide 1|glucagon-like peptide 2|preproglucagon	2q24.2	2	NC_000002.12	162142882	162152247	minus	6	138030
9606	Homo sapiens	2643	0	live	GCH1	DYT14, DYT5, DYT5a, GCH, GTP-CH-1, GTPCH1, HPABH4B	GTP cyclohydrolase 1	GTP cyclohydrolase 1|GTP cyclohydrolase I|GTP-CH-I|dystonia 14|guanosine 5'-triphosphate cyclohydrolase I	14q22.2	14	NC_000014.9	54842017	54902826	minus	10	600225
9606	Homo sapiens	9518	0	live	GDF15	GDF-15, HG, MIC-1, MIC1, NAG-1, PDF, PLAB, PTGFB	growth differentiation factor 15	growth/differentiation factor 15|NRG-1|NSAID (nonsteroidal anti-inflammatory drug)-activated protein 1|NSAID-activated gene 1 protein|NSAID-regulated gene 1 protein|PTGF-beta|macrophage inhibitory cytokine 1|non-steroidal anti-inflammatory drug-activated gene-1|placental TGF-beta|placental bone morphogenetic protein|prostate differentiation factor	19p13.11	19	NC_000019.10	18386158	18389176	plus	2	605312
9606	Homo sapiens	8200	0	live	GDF5	BDA1C, BMP-14, BMP14, CDMP1, DUPANS, LAP-4, LAP4, OS5, SYM1B, SYNS2	growth differentiation factor 5	growth/differentiation factor 5|LPS-associated protein 4|bone morphogenetic protein 14|cartilage-derived morphogenetic protein-1|lipopolysaccharide-associated protein 4|radotermin	20q11.22	20	NC_000020.11	35433347	35454749	minus	4	601146
9606	Homo sapiens	2668	0	live	GDNF	ATF, ATF1, ATF2, HFB1-GDNF, HSCR3	glial cell derived neurotrophic factor	glial cell line-derived neurotrophic factor|astrocyte-derived trophic factor	5p13.2	5	NC_000005.10	37812677	37840041	minus	6	600837
9606	Homo sapiens	2670	0	live	GFAP	ALXDRD	glial fibrillary acidic protein	glial fibrillary acidic protein	17q21.31	17	NC_000017.11	44903159	44915500	minus	10	137780
9606	Homo sapiens	2674	0	live	GFRA1	GDNFR, GDNFR-alpha-1, GDNFRA, GFR-ALPHA-1, GFRalpha-1, RET1L, RETL1, RHDA4, TRNR1	GDNF family receptor alpha 1	GDNF family receptor alpha-1|GDNF receptor alpha 1d|GDNF receptor alpha 1e|GPI-linked anchor protein|Glial cell line-derived neurotrophic factor receptor alpha|PI-linked cell-surface accessory protein|RET ligand 1|TGF-beta-related neurotrophic factor receptor 1	10q25.3	10	NC_000010.11	116056925	116274705	minus	16	601496
9606	Homo sapiens	2688	0	live	GH1	GH, GH-N, GHB5, GHN, IGHD1A, IGHD1B, IGHD2, hGH-N	growth hormone 1	somatotropin|growth hormone B5|pituitary growth hormone	17q23.3	17	NC_000017.11	63917203	63918839	minus	5	139250
9606	Homo sapiens	51738	0	live	GHRL	MTLRP	ghrelin and obestatin prepropeptide	appetite-regulating hormone|In2c-preproghrelin|ghrelin, growth hormone secretagogue receptor ligand|ghrelin/obestatin preprohormone|ghrelin/obestatin prepropeptide|growth hormone-releasing peptide|motilin-related peptide|prepro-appetite regulatory hormone|preproghrelin	3p25.3	3	NC_000003.12	10285666	10292947	minus	6	605353
9606	Homo sapiens	26058	0	live	GIGYF2	GYF2, PARK11, PERQ2, PERQ3, TNRC15	GRB10 interacting GYF protein 2	GRB10-interacting GYF protein 2|PERQ amino acid rich, with GYF domain 3|PERQ amino acid-rich with GYF domain-containing protein 2|Parkinson disease (autosomal recessive, early onset) 11|trinucleotide repeat-containing gene 15 protein	2q37.1	2	NC_000002.12	232697331	232860605	plus	35	612003
9606	Homo sapiens	2717	0	live	GLA	GALA	galactosidase alpha	alpha-galactosidase A|agalsidase alfa|alpha-D-galactosidase A|alpha-D-galactoside galactohydrolase 1|alpha-gal A|galactosylgalactosylglucosylceramidase GLA|melibiase	Xq22.1	X	NC_000023.11	101397803	101407925	minus	10	300644
9606	Homo sapiens	148979	0	live	GLIS1		GLIS family zinc finger 1	zinc finger protein GLIS1|GLI-similar 1	1p32.3	1	NC_000001.11	53506239	53739164	minus	16	610378
9606	Homo sapiens	2740	0	live	GLP1R	GLP-1, GLP-1-R, GLP-1R	glucagon like peptide 1 receptor	glucagon-like peptide 1 receptor|GLP-1 receptor|GLP1 receptor|seven transmembrane helix receptor	6p21.2	6	NC_000006.12	39048781	39091303	plus	14	138032
9606	Homo sapiens	2745	0	live	GLRX	GRX, GRX1	glutaredoxin	glutaredoxin-1|TTase-1|thioltransferase|thioltransferase-1	5q15	5	NC_000005.10	95813849	95822726	minus	3	600443
9606	Homo sapiens	2747	0	live	GLUD2	GDH2, GLUDP1	glutamate dehydrogenase 2	glutamate dehydrogenase 2, mitochondrial|GDH 2|glutamate dehydrogenase pseudogene 1|testicular secretory protein Li 14	Xq24	X	NC_000023.11	121047610	121050094	plus	1	300144
9606	Homo sapiens	2764	0	live	GMFB	GMF	glia maturation factor beta	glia maturation factor beta|GMF-beta	14q22.2	14	NC_000014.9	54474485	54488980	minus	7	601713
9606	Homo sapiens	151306	0	live	GPBAR1	BG37, GPCR19, GPR131, M-BAR, TGR5	G protein-coupled bile acid receptor 1	G-protein coupled bile acid receptor 1|G-protein coupled bile acid receptor BG37|G-protein coupled receptor GPCR19|membrane bile acid receptor|membrane-type receptor for bile acids	2q35	2	NC_000002.12	218259496	218263861	plus	3	610147
9606	Homo sapiens	2239	0	live	GPC4	K-glypican, KPTS	glypican 4	glypican-4|dJ900E8.1 (glypican 4)|glypican proteoglycan 4	Xq26.2	X	NC_000023.11	133300103	133415489	minus	9	300168
9606	Homo sapiens	10457	0	live	GPNMB	HGFIN, NMB, PLCA3	glycoprotein nmb	transmembrane glycoprotein NMB|glycoprotein (transmembrane) nmb|glycoprotein nmb-like protein|glycoprotein nonmetastatic melanoma protein B|hematopoietic growth factor inducible neurokinin-1 type|osteoactivin|transmembrane glycoprotein HGFIN	7p15.3	7	NC_000007.14	23246775	23275108	plus	11	604368
9606	Homo sapiens	2861	0	live	GPR37	EDNRBL, PAELR, hET(B)R-LP	G protein-coupled receptor 37	prosaposin receptor GPR37|ETBR-LP-1|G protein-coupled receptor 37 (endothelin receptor type B-like)|Parkin-associated endothelin receptor-like receptor|endothelin B receptor-like protein 1|probable G-protein coupled receptor 37	7q31.33	7	NC_000007.14	124743885	124765792	minus	2	602583
9606	Homo sapiens	2876	0	live	GPX1	GPXD, GSHPX1	glutathione peroxidase 1	glutathione peroxidase 1|GSHPx-1|cellular glutathione peroxidase|phospholipid-hydroperoxide glutathione peroxidase GPX1|selenoprotein GPX1	3p21.31	3	NC_000003.12	49357176	49358353	minus	2	138320
9606	Homo sapiens	2903	0	live	GRIN2A	EPND, FESD, GluN2A, LKS, NMDAR2A, NR2A	glutamate ionotropic receptor NMDA type subunit 2A	glutamate receptor ionotropic, NMDA 2A|N-methyl D-aspartate receptor subtype 2A|N-methyl-D-aspartate receptor channel, subunit epsilon-1|N-methyl-D-aspartate receptor subunit 2A|glutamate ionotropic receptor NMDA 2A|glutamate receptor, ionotropic, N-methyl D-aspartate 2A	16p13.2	16	NC_000016.10	9753404	10182908	minus	16	138253
9606	Homo sapiens	2904	0	live	GRIN2B	DEE27, EIEE27, GluN2B, MRD6, NMDAR2B, NR2B, NR3, hNR3	glutamate ionotropic receptor NMDA type subunit 2B	glutamate receptor ionotropic, NMDA 2B|GluN2B(alt_5'UTR)|N-methyl D-aspartate receptor subtype 2B|N-methyl-D-aspartate receptor subunit 3|glutamate [NMDA] receptor subunit epsilon-2|glutamate receptor subunit epsilon-2|glutamate receptor, ionotropic, N-methyl D-aspartate 2B	12p13.1	12	NC_000012.12	13537337	13982134	minus	15	138252
9606	Homo sapiens	2905	0	live	GRIN2C	GluN2C, NMDAR2C, NR2C	glutamate ionotropic receptor NMDA type subunit 2C	glutamate receptor ionotropic, NMDA 2C|GluN2C(alt_5'UTR_77nt)|GluN2C(alt_5'UTR_87nt)|GluN2C(del_e2)|GluN2C-b alternative isoform|N-methyl D-aspartate receptor subtype 2C|N-methyl-D-aspartate receptor subunit 2C|glutamate [NMDA] receptor subunit epsilon-3|glutamate receptor, ionotropic, N-methyl D-aspartate 2C|putative NMDtranscript(altAcc_e11)|putative NMDtranscript(altDon_e4)|putative NMDtranscript(del_e4)	17q25.1	17	NC_000017.11	74842023	74861532	minus	16	138254
9606	Homo sapiens	2869	0	live	GRK5	FP2025, GPRK5	G protein-coupled receptor kinase 5	G protein-coupled receptor kinase 5|g protein-coupled receptor kinase GRK5	10q26.11	10	NC_000010.11	119207571	119459745	plus	16	600870
9606	Homo sapiens	2870	0	live	GRK6	GPRK6	G protein-coupled receptor kinase 6	G protein-coupled receptor kinase 6	5q35.3	5	NC_000005.10	177425523	177442891	plus	18	600869
9606	Homo sapiens	2915	0	live	GRM5	GPRC1E, MGLUR5, PPP1R86, mGlu5	glutamate metabotropic receptor 5	metabotropic glutamate receptor 5|glutamate receptor, metabotropic 5|protein phosphatase 1, regulatory subunit 86	11q14.2-q14.3	11	NC_000011.10	88504642	89065982	minus	11	604102
9606	Homo sapiens	2896	0	live	GRN	CLN11, FTD2, GEP, GP88, PCDGF, PEPI, PGRN	granulin precursor	progranulin|PC cell-derived growth factor|acrogranin|epithelin|glycoprotein 88|glycoprotein of 88 Kda|granulin-epithelin|granulins|proepithelin	17q21.31	17	NC_000017.11	44345302	44353106	plus	13	138945
9606	Homo sapiens	2932	0	live	GSK3B		glycogen synthase kinase 3 beta	glycogen synthase kinase-3 beta|GSK-3 beta|serine/threonine-protein kinase GSK3B	3q13.33	3	NC_000003.12	119821321	120094447	minus	12	605004
9606	Homo sapiens	2941	0	live	GSTA4	GSTA4-4, GTA4	glutathione S-transferase alpha 4	glutathione S-transferase A4|GST class-alpha member 4|S-(hydroxyalkyl)glutathione lyase A4|glutathione S-alkyltransferase A4|glutathione S-aralkyltransferase A4|glutathione S-aryltransferase A4|glutathione S-transferase A4-4|glutathione transferase A4-4	6p12.2	6	NC_000006.12	52977953	52995284	minus	7	605450
9606	Homo sapiens	2944	0	live	GSTM1	GST1-1, GSTM1a-1a, GSTM1b-1b, GTH4, GTM1, H-B, MU, MU-1, GSTM1	glutathione S-transferase mu 1	glutathione S-transferase Mu 1|GST HB subunit 4|GST class-mu 1|HB subunit 4|S-(hydroxyalkyl)glutathione lyase|glutathione S-alkyltransferase|glutathione S-aralkyltransferase|glutathione S-aryltransferase|glutathione S-transferase M1	1p13.3	1	NC_000001.11	109687817	109693745	plus	8	138350
9606	Homo sapiens	9446	0	live	GSTO1	GSTO 1-1, GSTTLp28, HEL-S-21, P28, SPG-R	glutathione S-transferase omega 1	glutathione S-transferase omega-1|MMA(V) reductase|S-(Phenacyl)glutathione reductase|epididymis secretory protein Li 21|glutathione S-transferase omega 1-1|glutathione-S-transferase like|glutathione-dependent dehydroascorbate reductase|monomethylarsonic acid reductase	10q25.1	10	NC_000010.11	104254173	104267455	plus	7	605482
9606	Homo sapiens	119391	0	live	GSTO2	GSTO 2-2, bA127L20.1	glutathione S-transferase omega 2	glutathione S-transferase omega-2|GSTO-2|MMA(V) reductase|bA127L20.1 (novel glutathione-S-transferase)|glutathione S-transferase omega 2-2|glutathione-S-transferase-like protein|glutathione-dependent dehydroascorbate reductase|monomethylarsonic acid reductase	10q25.1	10	NC_000010.11	104269184	104304950	plus	9	612314
9606	Homo sapiens	2950	0	live	GSTP1	DFN7, FAEES3, GST3, GSTP, HEL-S-22, PI	glutathione S-transferase pi 1	glutathione S-transferase P|GST class-pi|GSTP1-1|deafness, X-linked 7|epididymis secretory protein Li 22|fatty acid ethyl ester synthase III	11q13.2	11	NC_000011.10	67583812	67586653	plus	7	134660
9606	Homo sapiens	2952	0	live	GSTT1		glutathione S-transferase theta 1	glutathione S-transferase theta-1|GST class-theta-1|glutathione transferase T1-1	22q11.23	22						600436
9606	Homo sapiens	57531	0	live	HACE1	SPPRS	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	E3 ubiquitin-protein ligase HACE1|HECT-type E3 ubiquitin transferase HACE1	6q16.3	6	NC_000006.12	104728094	104859919	minus	27	610876
9606	Homo sapiens	10456	0	live	HAX1	HCLSBP1, HS1BP1, SCN3	HCLS1 associated protein X-1	HCLS1-associated protein X-1|HAX-1|HCLS1 (and PKD2) associated protein|HS1 binding protein|HS1-associating protein X-1|HS1-binding protein 1|HSP1BP-1	1q21.3	1	NC_000001.11	154272629	154275875	plus	7	605998
9606	Homo sapiens	3043	0	live	HBB	CD113t-C, ECYT6, beta-globin	hemoglobin subunit beta	hemoglobin subunit beta|Hb Monza protein|beta globin chain|hemoglobin beta subunit|hemoglobin, beta	11p15.4	11	NC_000011.10	5225464	5227071	minus	3	141900
9606	Homo sapiens	338442	0	live	HCAR2	GPR109A, HCA2, HM74a, HM74b, NIACR1, PUMAG, Puma-g	hydroxycarboxylic acid receptor 2	hydroxycarboxylic acid receptor 2|G protein-coupled receptor HM74a|G-protein coupled receptor 109A|G-protein coupled receptor HM74A|hydroxy-carboxylic acid receptor 2|niacin receptor 1|nicotinic acid receptor	12q24.31	12	NC_000012.12	122701293	122703357	minus	1	609163
9606	Homo sapiens	3060	0	live	HCRT	NRCLP1, OX, PPOX	hypocretin neuropeptide precursor	hypocretin neuropeptide precursor|hypocretin (orexin) neuropeptide|orexin|prepro-orexin|preprohypocretin	17q21.2	17	NC_000017.11	42184060	42185452	minus	2	602358
9606	Homo sapiens	9759	0	live	HDAC4	AHO3, BDMR, HA6116, HD4, HDAC-4, HDAC-A, HDACA, NEDCHF, NEDCHID	histone deacetylase 4	histone deacetylase 4|histone deacetylase A	2q37.3	2	NC_000002.12	239048168	239401649	minus	35	605314
9606	Homo sapiens	9759	0	live	HDAC4	AHO3, BDMR, HA6116, HD4, HDAC-4, HDAC-A, HDACA, NEDCHF, NEDCHID	histone deacetylase 4	histone deacetylase 4|histone deacetylase A	2q37.3	2	NC_000002.12	239193331	239195457	minus	35	605314
9606	Homo sapiens	10013	0	live	HDAC6	CPBHM, HD6, JM21, KDAC6, PPP1R90	histone deacetylase 6	protein deacetylase HDAC6|histone deacetylase 6|E3 ubiquitin-protein ligase HDAC6|alpha-tubulin deacetylase HDAC6|protein phosphatase 1, regulatory subunit 90|tubulin-lysine deacetylase HDAC6	Xp11.23	X	NC_000023.11	48801398	48824982	plus	32	300272
